TxnID,Date,Description,Internal reference,External reference,Currency,Amount,Balance after transaction,Match,Booking,Synced to Dooer date
"782","2017-11-21","8778877815  /17-11-20","8778877815  /17-11-20","8778877815  /17-11-20","SEK","-2224.73","102435.22","Doc 654","A949","2017-11-23 20:39:11"
"781","2017-11-21","Klientmedel Billogram AB","",,"SEK","-161","104659.95","Doc 412","A764","2017-11-23 20:39:11"
"780","2017-11-20","8778877815  /17-11-17","8778877815  /17-11-17","8778877815  /17-11-17","SEK","-858.17","104820.95","Doc 439","A886","2017-11-23 20:39:11"
"779","2017-11-17","Espresso Sos/17-11-15","Espresso Sos/17-11-15","Espresso Sos/17-11-15","SEK","-114","105679.12","Doc 718","A945","2017-11-23 20:39:11"
"778","2017-11-16","61383766284 /17-11-15","61383766284 /17-11-15","61383766284 /17-11-15","SEK","-163.53","105793.12","Doc 431,Doc 430","A832","2017-11-23 20:39:11"
"777","2017-11-15","Norrsken Hou/17-11-14","Norrsken Hou/17-11-14","Norrsken Hou/17-11-14","SEK","-15241.94","105956.65","Doc 684","A947","2017-11-23 20:39:11"
"776","2017-11-13","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","260","121198.59","","","2017-11-23 20:39:11"
"775","2017-11-13","Skatteverket","",,"SEK","-99612","120938.59","","A765","2017-11-23 20:39:11"
"774","2017-11-10","8662781349  /17-11-09","8662781349  /17-11-09","8662781349  /17-11-09","SEK","-713.73","220550.59","Doc 419","A788","2017-11-23 20:39:11"
"773","2017-11-09","Loopia AB   /17-11-08","Loopia AB   /17-11-08","Loopia AB   /17-11-08","SEK","-407","221264.32","Doc 424","A766","2017-11-23 20:39:11"
"772","2017-11-09","Klientmedel Billogram AB","D395-P118",,"SEK","-1244","221671.32","Doc 395","A778","2017-11-23 20:39:11"
"771","2017-11-07","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","583","222915.32","","","2017-11-23 20:39:11"
"770","2017-11-07","Siosepol AB","",,"SEK","-14000","222332.32","Doc 423","A779","2017-11-23 20:39:11"
"769","2017-11-07","Siosepol AB","",,"SEK","-12750","236332.32","Doc 344","A780","2017-11-23 20:39:11"
"768","2017-11-06","Db Tt/cchelp/17-11-05","Db Tt/cchelp/17-11-05","Db Tt/cchelp/17-11-05","SEK","-100.7","249082.32","Doc 564","A867","2017-11-23 20:39:11"
"767","2017-11-06","Hi3g","Hi3g","Hi3g","SEK","-1296","249183.02","Doc 637","A946","2017-11-23 20:39:11"
"766","2017-11-03","Toronto     /17-11-02","Toronto     /17-11-02","Toronto     /17-11-02","SEK","-86.01","250479.02","Doc 418","A786","2017-11-23 20:39:11"
"765","2017-11-03","34933184607 /17-10-31","34933184607 /17-10-31","34933184607 /17-10-31","SEK","-301.12","250565.03","Doc 627","A958","2017-11-23 20:39:11"
"764","2017-11-03","Paypal  Bioc/17-11-02","Paypal  Bioc/17-11-02","Paypal  Bioc/17-11-02","SEK","-6600","250866.15","Doc 414","A784","2017-11-23 20:39:11"
"763","2017-11-03","4154486673  /17-11-02","4154486673  /17-11-02","4154486673  /17-11-02","SEK","-60.32","257466.15","Doc 415","A772","2017-11-23 20:39:11"
"762","2017-11-02","Ccögoogle Co/17-11-02","Ccögoogle Co/17-11-02","Ccögoogle Co/17-11-02","SEK","-320.18","257526.47","Doc 413","A777","2017-11-23 20:39:10"
"761","2017-11-02","6463978051  /17-11-01","6463978051  /17-11-01","6463978051  /17-11-01","SEK","-111.35","257846.65","Doc 411","A775","2017-11-23 20:39:10"
"760","2017-11-02","A House At Östermalm AB","","10026789","SEK","-5650","257958","Doc 410","A846","2017-11-23 20:39:10"
"759","2017-11-01","61383766284 /17-10-31","61383766284 /17-10-31","61383766284 /17-10-31","SEK","-231.89","263608","Doc 710","A944","2017-11-23 20:39:10"
"758","2017-11-01","Trygg-Hansa","Trygg-Hansa","Trygg-Hansa","SEK","-259","263839.89","Doc 417","A776","2017-11-23 20:39:10"
"757","2017-10-30","Petach Tiqwa/17-10-27","Petach Tiqwa/17-10-27","Petach Tiqwa/17-10-27","SEK","-421.79","264098.89","Doc 408","A844","2017-11-23 20:39:10"
"756","2017-10-30","3122815333  /17-10-28","3122815333  /17-10-28","3122815333  /17-10-28","SEK","-852.2","264520.68","Doc 409","A782","2017-11-23 20:39:10"
"755","2017-10-30","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","2225","265372.88","","","2017-11-23 20:39:10"
"748","2017-10-27","4158004537  /17-10-25","4158004537  /17-10-25","4158004537  /17-10-25","SEK","-247.41","263147.88","Doc 407","A627","2017-10-28 16:03:01"
"747","2017-10-27","Lön Per Jons","Lön Per Jons","Lön Per Jons","SEK","-38027","263395.29","Rep 43","A651","2017-10-28 16:03:01"
"746","2017-10-27","R40-P124","R40-P124","Lön","SEK","-13824","301422.29","Rep 40","A652","2017-10-28 16:03:01"
"745","2017-10-27","R40-P121","R40-P121","Lön","SEK","-7447","315246.29","Rep 40","A653","2017-10-28 16:03:01"
"744","2017-10-27","R41-P125","R41-P125","Lön","SEK","-6091","322693.29","Rep 41","A654","2017-10-28 16:03:01"
"743","2017-10-27","R40-P123","R40-P123","Lön","SEK","-10788","328784.29","Rep 40","A655","2017-10-28 16:03:01"
"742","2017-10-27","Teamtailor AB","D380-P117","2223","SEK","-4750","339572.29","Doc 380","A656","2017-10-28 16:03:01"
"741","2017-10-26","8778877815  /17-10-25","8778877815  /17-10-25","8778877815  /17-10-25","SEK","-507.74","344322.29","Doc 406","A615","2017-10-28 16:03:01"
"740","2017-10-26","R40-P122","R40-P122","Lön","SEK","-7447","344830.03","Rep 40","A657","2017-10-28 16:03:01"
"739","2017-10-26","R40-P120","R40-P120","Lön","SEK","-6529","352277.03","Rep 40","A658","2017-10-28 16:03:01"
"738","2017-10-25","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","25000","358806.03","","","2017-10-28 16:03:01"
"737","2017-10-25","Yogayama","Yogayama","Yogayama","SEK","-1250","333806.03","Doc 662","A659","2017-10-28 16:03:01"
"736","2017-10-24","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","7206","335056.03","","","2017-10-28 16:03:01"
"735","2017-10-23","Wellington  /17-10-22","Wellington  /17-10-22","Wellington  /17-10-22","SEK","-326.98","327850.03","Doc 400","A616","2017-10-28 16:03:00"
"734","2017-10-23","8778877815  /17-10-20","8778877815  /17-10-20","8778877815  /17-10-20","SEK","-2144.63","328177.01","Doc 653","A660","2017-10-28 16:03:00"
"733","2017-10-20","8662781349  /17-10-19","8662781349  /17-10-19","8662781349  /17-10-19","SEK","-772.4","330321.64","Doc 396","A662","2017-10-28 16:03:00"
"732","2017-10-19","Vimeo Com   /17-10-18","Vimeo Com   /17-10-18","Vimeo Com   /17-10-18","SEK","-2040","331094.04","Doc 560","A663","2017-10-28 16:03:00"
"731","2017-10-19","Norrsken Hou/17-10-18","Norrsken Hou/17-10-18","Norrsken Hou/17-10-18","SEK","-23750","333134.04","Doc 398","A640","2017-10-28 16:03:00"
"730","2017-10-19","Norrsken Hou/17-10-17","Norrsken Hou/17-10-17","Norrsken Hou/17-10-17","SEK","7500","356884.04","Doc 767","A664","2017-10-28 16:03:00"
"729","2017-10-17","Vimeo Com   /17-10-17","Vimeo Com   /17-10-17","Vimeo Com   /17-10-17","SEK","-80.75","349384.04","Doc 561","A665","2017-10-28 16:03:00"
"728","2017-10-13","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","26016","349464.79","","","2017-10-28 16:03:00"
"727","2017-10-13","D394-P119","D394-P119","Externrep. P","SEK","-65","323448.79","Doc 394","A666","2017-10-28 16:03:00"
"726","2017-10-13","Göteborg Smarttravel Eko","D370-P111","29844","SEK","-1923","323513.79","Doc 370","A598","2017-10-28 16:03:00"
"725","2017-10-13","Klientmedel Billogram AB","D364-P94",,"SEK","-1244","325436.79","Doc 364","A667","2017-10-28 16:03:00"
"711","2017-10-12","D333-P97","D333-P97","D333-P97","SEK","-329.5","326680.79","Doc 333","A588","2017-10-12 16:31:44"
"710","2017-10-12","D375-P108","D375-P108","D375-P108","SEK","-7000","327010.29","Doc 375","A582","2017-10-12 16:31:43"
"709","2017-10-10","8778877815  /17-10-09","8778877815  /17-10-09","8778877815  /17-10-09","SEK","-44.59","334010.29","Doc 393","A620","2017-10-12 16:31:43"
"708","2017-10-09","8778877815  /17-10-07","8778877815  /17-10-07","8778877815  /17-10-07","SEK","-661.5","334054.88","Doc 676","A668","2017-10-12 16:31:43"
"707","2017-10-09","R37-P109","R37-P109","Lön","SEK","-10788","334716.38","Rep 37","A669","2017-10-12 16:31:43"
"706","2017-10-09","Hi3g","Hi3g","Hi3g","SEK","-927","345504.38","Doc 641","A670","2017-10-12 16:31:43"
"705","2017-10-06","415-986-7057/17-10-05","415-986-7057/17-10-05","415-986-7057/17-10-05","SEK","-97.83","346431.38","Doc 563","A671","2017-10-12 16:31:43"
"704","2017-10-06","Google  Goog/17-10-06","Google  Goog/17-10-06","Google  Goog/17-10-06","SEK","-19","346529.21","Doc 392","A617","2017-10-12 16:31:43"
"703","2017-10-06","Grafant AB","D348-P116","1088","SEK","-37500","346548.21","Doc 348","A583","2017-10-12 16:31:43"
"702","2017-10-06","Johan Blomborg","Faktura 120","Faktura 120","SEK","-27500","384048.21","Doc 306","A641","2017-10-12 16:31:43"
"701","2017-10-05","Upwork Com/b/17-10-04","Upwork Com/b/17-10-04","Upwork Com/b/17-10-04","SEK","-3856.74","411548.21","Doc 389","A618","2017-10-12 16:31:42"
"700","2017-10-05","R39-P115","R39-P115","Lön","SEK","-6529","415404.95","Rep 39","A672","2017-10-12 16:31:42"
"699","2017-10-05","D390-P114","D390-P114","Externrep. P","SEK","-100","421933.95","Doc 390","A587","2017-10-12 16:31:42"
"698","2017-10-05","D388-P113","D388-P113","Inköp Av Pro","SEK","-3856.76","422033.95","Doc 388","A581","2017-10-12 16:31:42"
"697","2017-10-04","8778877815  /17-10-02","8778877815  /17-10-02","8778877815  /17-10-02","SEK","-83.84","425890.71","Doc 385","A619","2017-10-04 19:42:47"
"696","2017-10-04","Loopia AB   /17-10-03","Loopia AB   /17-10-03","Loopia AB   /17-10-03","SEK","-129","425974.55","Doc 387","A621","2017-10-04 19:42:47"
"695","2017-10-04","R37-P107","R37-P107","Lön","SEK","-9547","426103.55","Rep 37","A673","2017-10-04 19:42:47"
"694","2017-10-04","R37-P105","R37-P105","Lön","SEK","-3919","435650.55","Rep 37","A674","2017-10-04 19:42:47"
"693","2017-10-03","Ccögoogle Co/17-10-02","Ccögoogle Co/17-10-02","Ccögoogle Co/17-10-02","SEK","-366.3","439569.55","Doc 386","A622","2017-10-04 19:42:47"
"692","2017-10-03","6463978051  /17-10-02","6463978051  /17-10-02","6463978051  /17-10-02","SEK","-29.38","439935.85","Doc 384","A675","2017-10-04 19:42:47"
"691","2017-10-03","4154486673  /17-10-02","4154486673  /17-10-02","4154486673  /17-10-02","SEK","-58.75","439965.23","Doc 383","A628","2017-10-04 19:42:47"
"690","2017-10-03","R37-P104","R37-P104","Lön","SEK","-7447","440023.98","Rep 37","A676","2017-10-04 19:42:47"
"689","2017-10-03","R37-P110","R37-P110","Lön","SEK","-20009","447470.98","Rep 37","A677","2017-10-04 19:42:47"
"688","2017-10-03","R37-P112","R37-P112","Lön","SEK","-13824","467479.98","Rep 37","A678","2017-10-04 19:42:47"
"687","2017-10-02","Skatteverket","Skatteverket",,"SEK","-20","481303.98","","A564,A679","2017-10-04 19:42:47"
"686","2017-10-02","35314369001 /17-09-29","35314369001 /17-09-29","35314369001 /17-09-29","SEK","-1091.46","481323.98","Doc 365","A599","2017-10-04 19:42:47"
"685","2017-10-02","Paypal  Jbki/17-09-29","Paypal  Jbki/17-09-29","Paypal  Jbki/17-09-29","SEK","-6600","482415.44","Doc 381","A597","2017-10-04 19:42:47"
"684","2017-10-02","D369-P96","D369-P96","Externrep. P","SEK","-278","489015.44","Doc 369","A569","2017-10-04 19:42:47"
"677","2017-09-29","D371-P95","D371-P95","D371-P95","SEK","-320","489293.44","Doc 371","A568","2017-09-29 17:16:27"
"676","2017-09-28","Delutb Lån","Delutb Lån","Delutb Lån","SEK","400000","489613.44","Doc 769,Doc 717","A705","2017-09-29 17:16:27"
"675","2017-09-27","888-8503375 /17-09-25","888-8503375 /17-09-25","888-8503375 /17-09-25","SEK","-3833.12","89613.44","Doc 379","A639","2017-09-29 17:16:27"
"674","2017-09-27","61383766284 /17-09-26","61383766284 /17-09-26","61383766284 /17-09-26","SEK","-509.49","93446.56","Doc 709","A680","2017-09-29 17:16:26"
"673","2017-09-27","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","26188","93956.05","","A552,A560,A681","2017-09-29 17:16:26"
"672","2017-09-26","415-8004537 /17-09-24","415-8004537 /17-09-24","415-8004537 /17-09-24","SEK","-237.62","67768.05","Doc 377","A624","2017-09-29 17:16:26"
"671","2017-09-26","8778877815  /17-09-25","8778877815  /17-09-25","8778877815  /17-09-25","SEK","-412.46","68005.67","Doc 376","A623","2017-09-29 17:16:26"
"670","2017-09-25","Yogayama","Yogayama","Yogayama","SEK","-1250","68418.13","Doc 659","A682","2017-09-29 17:16:26"
"669","2017-09-22","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","46875","69668.13","","A551,A561,A683","2017-09-29 17:16:26"
"668","2017-09-22","Skatteverket","Skatteverket",,"SEK","-625","22793.13","","A565","2017-09-29 17:16:26"
"667","2017-09-21","8778877815  /17-09-20","8778877815  /17-09-20","8778877815  /17-09-20","SEK","-2087.05","23418.13","Doc 652","A684","2017-09-29 17:16:26"
"666","2017-09-18","Norrsken Hou/17-09-17","Norrsken Hou/17-09-17","Norrsken Hou/17-09-17","SEK","-38750","25505.18","Doc 368","A685","2017-09-29 17:16:26"
"665","2017-09-18","Sj Mobilapp /17-09-15","Sj Mobilapp /17-09-15","Sj Mobilapp /17-09-15","SEK","-585","64255.18","Doc 366","A570","2017-09-29 17:16:26"
"664","2017-09-15","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","688","64840.18","","A553","2017-09-29 17:16:26"
"663","2017-09-15","Yoga Shakti /silence AB","D327-P81","6018","SEK","-7700","64152.18","Doc 327","A571","2017-09-29 17:16:26"
"662","2017-09-14","8662781349  /17-09-13","8662781349  /17-09-13","8662781349  /17-09-13","SEK","-752.15","71852.18","Doc 361","A686","2017-09-29 17:16:26"
"661","2017-09-14","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","31250","72604.33","","A554","2017-09-29 17:16:26"
"660","2017-09-13","888-8503375 /17-09-11","888-8503375 /17-09-11","888-8503375 /17-09-11","SEK","-3772.54","41354.33","Doc 362","A688","2017-09-29 17:16:26"
"659","2017-09-13","Order Moo Co/17-09-12","Order Moo Co/17-09-12","Order Moo Co/17-09-12","SEK","-671.98","45126.87","Doc 363","A576","2017-09-29 17:16:26"
"658","2017-09-13","Dooer Accounting AB","D325-P79",,"SEK","-1243.75","45798.85","Doc 325","A572","2017-09-29 17:16:26"
"657","2017-09-12","Skatteverket","R35-P90",,"SEK","-37901","47042.6","Rep 35","A689","2017-09-29 17:16:26"
"656","2017-09-11","8557983072  /17-09-09","8557983072  /17-09-09","8557983072  /17-09-09","SEK","-234.61","84943.6","Doc 359","A690","2017-09-29 17:16:25"
"655","2017-09-08","8019174292  /17-09-07","8019174292  /17-09-07","8019174292  /17-09-07","SEK","-327.35","85178.21","Doc 358","A691","2017-09-29 17:16:25"
"654","2017-09-08","Confetti Eve/17-09-07","Confetti Eve/17-09-07","Confetti Eve/17-09-07","SEK","-748.75","85505.56","Doc 357","A574","2017-09-29 17:16:25"
"653","2017-09-08","Trygg Hansa Försäkring F","Trygg Hansa Försäkring F","Trygg Hansa Försäkring F","SEK","-652","86254.31","Doc 356","A573","2017-09-29 17:16:25"
"639","2017-09-06","888-8503375 /17-09-04","888-8503375 /17-09-04","888-8503375 /17-09-04","SEK","-3756.02","86906.31","Doc 354","A541","2017-09-07 14:14:57"
"638","2017-09-06","8778877815  /17-09-05","8778877815  /17-09-05","8778877815  /17-09-05","SEK","-81.23","90662.33","Doc 675","A692","2017-09-07 14:14:57"
"637","2017-09-06","Petach Tiqwa/17-09-04","Petach Tiqwa/17-09-04","Petach Tiqwa/17-09-04","SEK","-398.04","90743.56","Doc 349","A542","2017-09-07 14:14:57"
"636","2017-09-06","Google  Goog/17-09-05","Google  Goog/17-09-05","Google  Goog/17-09-05","SEK","-19","91141.6","Doc 355","A546","2017-09-07 14:14:57"
"635","2017-09-04","8778877815  /17-09-02","8778877815  /17-09-02","8778877815  /17-09-02","SEK","-81.28","91160.6","Doc 350","A548","2017-09-07 14:14:57"
"634","2017-09-04","Hi3g","Hi3g","Hi3g","SEK","-788","91241.88","Doc 636","A693","2017-09-07 14:14:57"
"633","2017-09-04","4154486673  /17-09-02","4154486673  /17-09-02","4154486673  /17-09-02","SEK","-57.01","92029.88","Doc 351","A545","2017-09-07 14:14:57"
"632","2017-09-04","Ccögoogle Co/17-09-01","Ccögoogle Co/17-09-01","Ccögoogle Co/17-09-01","SEK","-483.34","92086.89","Doc 352","A544","2017-09-07 14:14:57"
"631","2017-09-01","Yogayama AB","D335-P92",,"SEK","-1250","92570.23","Doc 335","A537","2017-09-07 14:14:57"
"630","2017-09-01","Yogayama AB","D334-P93",,"SEK","-1250","93820.23","Doc 334","A536","2017-09-07 14:14:57"
"629","2017-08-30","888-8503375 /17-08-28","888-8503375 /17-08-28","888-8503375 /17-08-28","SEK","-3756.26","95070.23","Doc 347","A543","2017-09-07 14:14:57"
"628","2017-08-30","D346-P91","D346-P91","Representati","SEK","-430","98826.49","Doc 346","A539","2017-09-07 14:14:57"
"627","2017-08-29","Fridhemsplan/17-08-28","Fridhemsplan/17-08-28","Fridhemsplan/17-08-28","SEK","-854","99256.49","Doc 729","A694,A1076,A1135,A1136","2017-09-07 14:14:57"
"622","2017-08-28","Fridhemsplan/17-08-27","Fridhemsplan/17-08-27","Fridhemsplan/17-08-27","SEK","-854","100110.49","Doc 729","A695","2017-08-29 14:53:58"
"621","2017-08-28","Postnord Sverige AB Ao M","Postnord",,"SEK","-42","100964.49","Doc 341","A521","2017-08-29 14:53:58"
"620","2017-08-28","Trygg Hansa Försäkring F","Trygg Hansa Försäkring F","Trygg Hansa Försäkring F","SEK","-349","101006.49","Doc 342","A549","2017-08-29 14:53:58"
"619","2017-08-28","Ep Center Management AB","D343-P89","29469","SEK","-6043","101355.49","Doc 343","A524","2017-08-29 14:53:58"
"618","2017-08-28","Norrsken Hou/17-08-26","Norrsken Hou/17-08-26","Norrsken Hou/17-08-26","SEK","-11250","107398.49","Doc 345","A520","2017-08-29 14:53:58"
"617","2017-08-28","415-8004537 /17-08-24","415-8004537 /17-08-24","415-8004537 /17-08-24","SEK","-238.63","118648.49","Doc 340","A519","2017-08-29 14:53:58"
"616","2017-08-25","R34-P88","R34-P88","Lön","SEK","-7447","118887.12","Rep 34","A529","2017-08-29 14:53:58"
"615","2017-08-25","R33-P82","R33-P82","Lön","SEK","-3919","126334.12","Rep 33","A528","2017-08-29 14:53:58"
"614","2017-08-25","R33-P84","R33-P84","Lön","SEK","-11632","130253.12","Rep 33","A526","2017-08-29 14:53:58"
"613","2017-08-25","R33-P83","R33-P83","Lön","SEK","-7447","141885.12","Rep 33","A531","2017-08-29 14:53:58"
"612","2017-08-25","R33-P85","R33-P85","Lön","SEK","-20009","149332.12","Rep 33","A530","2017-08-29 14:53:58"
"611","2017-08-25","R33-P86","R33-P86","Lön","SEK","-13824","169341.12","Rep 33","A527","2017-08-29 14:53:58"
"610","2017-08-25","Yogayama","Yogayama","Yogayama","SEK","-1250","183165.12","Doc 664","A696","2017-08-29 14:53:58"
"609","2017-08-25","Firmify AB","D329-P87","114962","SEK","-12500","184415.12","Doc 329","A525","2017-08-29 14:53:58"
"608","2017-08-24","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","5625","196915.12","","A516","2017-08-29 14:53:57"
"607","2017-08-24","Skatteverket","Skatteverket",,"SEK","-1259","191290.12","","A547","2017-08-29 14:53:57"
"606","2017-08-24","Klientmedel Billogram AB","D328-P80",,"SEK","-15310","192549.12","Doc 328","A532","2017-08-29 14:53:57"
"601","2017-08-22","Uber Bv     /17-08-21","Uber Bv     /17-08-21","Uber Bv     /17-08-21","SEK","-694.99","207859.12","Doc 332","A505","2017-08-23 18:11:28"
"600","2017-08-22","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","21875","208554.11","","","2017-08-23 18:11:28"
"599","2017-08-21","Wellington  /17-08-21","Wellington  /17-08-21","Wellington  /17-08-21","SEK","-240.27","186679.11","Doc 337","A515","2017-08-23 18:11:28"
"598","2017-08-21","8778877815  /17-08-20","8778877815  /17-08-20","8778877815  /17-08-20","SEK","-2136.15","186919.38","Doc 651","A697","2017-08-23 18:11:28"
"597","2017-08-21","Norrsken Hou/17-08-17","Norrsken Hou/17-08-17","Norrsken Hou/17-08-17","SEK","-7500","189055.53","Doc 681","A698","2017-08-23 18:11:28"
"591","2017-08-18","Norrsken Hou/17-08-17","Norrsken Hou/17-08-17","Norrsken Hou/17-08-17","SEK","-11250","196555.53","Doc 326","A498","2017-08-20 14:32:47"
"590","2017-08-17","8778894546  /17-08-16","8778894546  /17-08-16","8778894546  /17-08-16","SEK","-83.28","207805.53","Doc 323","A494","2017-08-20 14:32:47"
"589","2017-08-16","8887999666  /17-08-15","8887999666  /17-08-15","8887999666  /17-08-15","SEK","-136.04","207888.81","Doc 324","A492","2017-08-20 14:32:47"
"588","2017-08-16","Dooer Accounting AB","D299-P73",,"SEK","-1243.75","208024.85","Doc 299","A445","2017-08-20 14:32:47"
"587","2017-08-15","Wellington  /17-08-15","Wellington  /17-08-15","Wellington  /17-08-15","SEK","-562.38","209268.6","Doc 336","A506","2017-08-20 14:32:47"
"586","2017-08-15","52223425127","52223425127","Moms Rest","SEK","-14671.4","209830.98","","A496","2017-08-20 14:32:47"
"585","2017-08-15","52223425127","52223425127","Moms 136 140","SEK","-7520","224502.38","","A495","2017-08-20 14:32:47"
"584","2017-08-15","52223425127","52223425127","Moms 133 135","SEK","-7240","232022.38","","A493","2017-08-20 14:32:47"
"583","2017-08-15","Klientmedel Billogram AB","D320-P75",,"SEK","-21875","239262.38","Doc 320","A447","2017-08-20 14:32:47"
"582","2017-08-15","Klientmedel Billogram AB","D319-P76",,"SEK","-15313","261137.38","Doc 319","A446","2017-08-20 14:32:47"
"581","2017-08-14","D289-P78","D289-P78","Arlanda Expr","SEK","-280","276450.38","Doc 289","A449","2017-08-20 14:32:47"
"580","2017-08-14","D290-P77","D290-P77","Flygbussarna","SEK","-119","276730.38","Doc 290","A448","2017-08-20 14:32:47"
"568","2017-08-14","Skatteverket","Skatteverket",,"SEK","-41529","276849.38","Rep 27","A403","2017-08-14 16:21:38"
"567","2017-08-14","52223425127","52223425127","Moms 131 130","SEK","-7340","318378.38","","","2017-08-14 16:21:38"
"566","2017-08-14","Moms 124 128","Moms 124 128","Everyday AB","SEK","-5040","325718.38","","","2017-08-14 16:21:38"
"565","2017-08-11","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","46875","330758.38","","A385","2017-08-14 16:21:37"
"564","2017-08-10","8662781349  /17-08-09","8662781349  /17-08-09","8662781349  /17-08-09","SEK","-764.37","283883.38","Doc 313","A396","2017-08-14 16:21:37"
"563","2017-08-10","8557983072  /17-08-09","8557983072  /17-08-09","8557983072  /17-08-09","SEK","-242.58","284647.75","Doc 315","A395","2017-08-14 16:21:37"
"562","2017-08-10","Matton Butik/17-08-09","Matton Butik/17-08-09","Matton Butik/17-08-09","SEK","-295","284890.33","Doc 316","A386","2017-08-14 16:21:37"
"561","2017-08-10","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","1500","285185.33","","A406","2017-08-14 16:21:37"
"560","2017-08-08","8019174292  /17-08-07","8019174292  /17-08-07","8019174292  /17-08-07","SEK","-382.34","283685.33","Doc 314","A398","2017-08-14 16:21:37"
"559","2017-08-08","Johan Blomborg","D258-P55","116","SEK","-13862","284067.67","Doc 258","A394","2017-08-14 16:21:37"
"558","2017-08-07","Petach Tiqwa/17-08-04","Petach Tiqwa/17-08-04","Petach Tiqwa/17-08-04","SEK","-407.21","297929.67","Doc 310","A401","2017-08-14 16:21:37"
"557","2017-08-07","Hi3g","Hi3g","Hi3g","SEK","-788","298336.88","Doc 642","A441,A747","2017-08-14 16:21:37"
"556","2017-08-07","8778877815  /17-08-05","8778877815  /17-08-05","8778877815  /17-08-05","SEK","-83.1","299124.88","Doc 674","A440,A746","2017-08-14 16:21:37"
"555","2017-08-07","Google  Goog/17-08-04","Google  Goog/17-08-04","Google  Goog/17-08-04","SEK","-19","299207.98","Doc 668","A439,A745","2017-08-14 16:21:37"
"550","2017-08-03","4154486673  /17-08-02","4154486673  /17-08-02","4154486673  /17-08-02","SEK","-57.84","299226.98","Doc 308","A351","2017-08-06 19:39:50"
"549","2017-08-03","Wellington  /17-08-03","Wellington  /17-08-03","Wellington  /17-08-03","SEK","-142.13","299284.82","Doc 338","A442","2017-08-06 19:39:50"
"548","2017-08-03","Toronto     /17-08-02","Toronto     /17-08-02","Toronto     /17-08-02","SEK","-82.47","299426.95","Doc 309","A357","2017-08-06 19:39:50"
"547","2017-08-03","Ccögoogle Co/17-08-02","Ccögoogle Co/17-08-02","Ccögoogle Co/17-08-02","SEK","-469.25","299509.42","Doc 307","A371","2017-08-06 19:39:50"
"546","2017-07-26","415-8004537 /17-07-24","415-8004537 /17-07-24","415-8004537 /17-07-24","SEK","-242.49","299978.67","Doc 305","A361","2017-08-06 19:39:50"
"545","2017-07-26","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","31250","300221.16","","A337","2017-08-06 19:39:50"
"544","2017-07-25","R26-P72","R26-P72","Lön","SEK","-13824","268971.16","Rep 26","A354","2017-08-06 19:39:50"
"543","2017-07-25","R26-P69","R26-P69","Lön","SEK","-7447","282795.16","Rep 26","A353","2017-08-06 19:39:50"
"542","2017-07-25","R26-P71","R26-P71","Lön","SEK","-27886","290242.16","Rep 26","A352","2017-08-06 19:39:50"
"541","2017-07-25","R26-P68","R26-P68","Lön","SEK","-3919","318128.16","Rep 26","A350","2017-08-06 19:39:49"
"540","2017-07-25","Yogayama","Yogayama","Yogayama","SEK","-1250","322047.16","Doc 318","A381","2017-08-06 19:39:49"
"539","2017-07-24","Facebk  Enu5/17-07-21","Facebk  Enu5/17-07-21","Facebk  Enu5/17-07-21","SEK","-69.15","323297.16","Doc 303","A363","2017-08-06 19:39:49"
"538","2017-07-24","Facebk  Dnu5/17-07-21","Facebk  Dnu5/17-07-21","Facebk  Dnu5/17-07-21","SEK","-30.7","323366.31","Doc 304","A362","2017-08-06 19:39:49"
"537","2017-07-24","Facebk  3rah/17-07-21","Facebk  3rah/17-07-21","Facebk  3rah/17-07-21","SEK","-5.8","323397.01","Doc 302","A338","2017-08-06 19:39:49"
"536","2017-07-24","Facebk  2rah/17-07-21","Facebk  2rah/17-07-21","Facebk  2rah/17-07-21","SEK","-400","323402.81","Doc 301","A349","2017-08-06 19:39:49"
"535","2017-07-21","8778877815  /17-07-20","8778877815  /17-07-20","8778877815  /17-07-20","SEK","-2185.19","323802.81","Doc 650","A407","2017-08-06 19:39:49"
"534","2017-07-21","Klientmedel Billogram AB","D277-P67",,"SEK","-188","325988","Doc 277","A339","2017-08-06 19:39:49"
"533","2017-07-18","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","20000","326176","","A340","2017-08-06 19:39:49"
"532","2017-07-17","D261-P63","D261-P63","5","SEK","-1800","306176","Doc 261","A341","2017-08-06 19:39:49"
